author/uri/label,author/name/label,author/label,updated/label,im:rating/label,im:version/label,id/label,title/label,content/label,content/attributes/type,link/attributes/rel,link/attributes/href,im:voteSum/label,im:contentType/attributes/term,im:contentType/attributes/label,im:voteCount/label
https://itunes.apple.com/cn/reviews/id602563099,周末多云,,2023-01-07T19:05:47-07:00,1,7.42.0,9483457451,更新后不好用了,更新的keep真的好难用啊！合集功能这么隐蔽，还无法更换顺序，哪个天才更新的啊！,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1191087207,嗯哼 离谱,,2023-01-07T17:31:57-07:00,5,7.42.0,9483221468,出个ipad版hd的吧，求求求求了,一直有在用，但是平时手机放瑜伽垫不容易看，平板能立住屏幕大。求出横版,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id399827928,Vae许小默,,2023-01-07T16:26:58-07:00,1,7.42.0,9483064118,我真服了，现在跳绳的课程也要付费,88卸载了,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id495976091,Andy笛笛,,2023-01-07T02:38:04-07:00,1,7.42.0,9480822551,越更新越难用，你们公司没有产品经理了？,课程功能越更新越混乱，分类下面有的能筛选有的不能，使用频率最高的塑形训练中连课程都看不见几个，客服也是一问三不知。请问你们是想把这个App玩死？,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,1,Application,程序,1
https://itunes.apple.com/cn/reviews/id1461552495,顽犬（游戏真名）,,2023-01-06T06:00:12-07:00,5,7.42.0,9477749769,老师让下的,用了两天还行,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id340091390,宇文青阳,,2023-01-05T06:08:13-07:00,1,7.42.0,9474083380,一堆杂七杂八的课程,垃圾,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,1
https://itunes.apple.com/cn/reviews/id1484756927,Ap333333333,,2023-01-04T02:43:10-07:00,1,7.42.0,9469697829,垃圾,垃圾软件。靠奖牌赚钱，吞消费者的钱不退款。,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id307717471,先生2873,,2023-01-04T02:37:20-07:00,4,7.42.0,9469683201,小组件一直未优化,软件本身还是挺好的，但是小组件一直没有更新优化，看从使用至今的累计数据意义不大，建议从年，月，周，日数据出发，特别是每日运动计划能以小组件的形式形成就最好了。,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1484722919,一封诀别信,,2023-01-04T00:26:36-07:00,1,7.42.0,9469368328,123,垃圾的不行，一个奖牌拖了两个月没收到,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id288607935,善良的凯拉,,2023-01-03T15:53:51-07:00,1,7.42.0,9468106688,课程一直加载中 进不去,更新到最新版本也这样 烦死了,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1081299920,分分合合v没鞠婧祎GV,,2023-01-03T15:26:23-07:00,2,7.42.0,9468042084,老用户不再用keep了，心路历程如下,"看到keep手环的推广→打算买个运动手环→看测评，keep手环拉胯→测评区清一色的keep无脑广告→打算购入小米→发现app连不了小米→被彻底恶心到，弃app不用
评价是：知道自己硬件拉胯，就别这么格局低",text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1484348124,可饿殍不想看了看你看我怎么会来找出原因,,2023-01-03T00:55:24-07:00,1,7.42.0,9465622607,根本没法用,一直在登录上出问题，一直点不进去！,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1484326918,12232883,,2023-01-02T23:35:47-07:00,1,7.42.0,9465425057,垃圾软件,在我不知道的情况下，一直续费会员，续费了半年，真无语,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id170814654,风洛晨,,2023-01-02T14:23:09-07:00,3,7.42.0,9463937254,澳大利亚无法收到验证码,请尽快修复！不绑定无法发布任何动态，严重影响使用体验,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1436586050,666好烦,,2023-01-02T10:37:32-07:00,1,7.42.0,9463330801,不收钱,能不能不收钱 我们学生党没有太多钱,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1122366237,ㅛ호하ㅓㄷ구ㅡㅏㅑㅕ,,2023-01-01T20:08:21-07:00,5,7.42.0,9460927772,111,感觉很好,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id493328454,不➕🉑️,,2023-01-01T20:03:13-07:00,1,7.42.0,9460914947,因为太子 弃了,用了好几年了，2023了还坚持用太子代言，不好意思滚吧,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1483735007,120663794885773862696379,,2023-01-01T10:19:19-07:00,1,7.42.0,9459483419,无语😓,无语,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1378252488,keep坑了我钱,,2023-01-01T06:53:01-07:00,1,7.42.0,9458894647,我无缘无故扣了钱,自动续费坑了我五六十还好发现的早,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1483471259,乐乐#666,,2022-12-31T17:37:11-07:00,1,7.42.0,9456925051,注册打开登入各个步骤卡的没动,注册打开登入各个步骤卡的没动，这么大的BUG都没处理,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1261829193,比巴卜吧,,2022-12-30T15:53:36-07:00,1,7.42.0,9453056064,太费电了,疯了吗，开都没开，我睡了一觉电池电量就到9%了，keep后台占了97%,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1034065203,衿生惜日,,2022-12-30T08:38:01-07:00,1,7.42.0,9451970263,设定的计划有点乱来,我是真想不懂我就想练下腹肌，怎么计划一直都是上肢的，有病吧,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id561157225,橘子娱乐新闻,,2022-12-30T08:14:50-07:00,1,7.42.0,9451901218,运动与饮食，饮食消失了,以前有食谱推荐，展示全面的，现在没了，所以这个app沦为垃圾app，弃用不可惜，早日倒闭清盘吧！,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1185017224,翏幺,,2022-12-30T01:38:51-07:00,1,7.42.0,9450750321,越来越不好用，不会更新可以不更新🙏,槽点太多了，就提一个要求，能不能把课程收藏那里给改回去，真的会谢，是内部所有员工都不用这个app 的吗？为什么会一直越做越差呢，从来不考虑使用者感受和方便度的吗？,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id563050171,贝吉塔你怎么了,,2022-12-29T16:49:31-07:00,1,7.42.0,9449410576,不行,也算是老用户了，专门出个会员可以自主选择去掉所有无用社区弹窗广告这些，还锻炼一片净土,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,1,Application,程序,1
https://itunes.apple.com/cn/reviews/id1396584259,真垃圾啊 闪动校园,,2022-12-28T23:14:51-07:00,1,7.41.0,9446618698,越来越花里胡哨不好用了,如标题所示,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,1,Application,程序,1
https://itunes.apple.com/cn/reviews/id1482356601,YY星星与月亮,,2022-12-28T17:22:30-07:00,1,7.41.0,9445745735,闪退,闪退 希望能改善,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,1,Application,程序,1
https://itunes.apple.com/cn/reviews/id1482352314,啥也不想了呀,,2022-12-28T17:08:14-07:00,1,7.41.0,9445708840,苹果手机上不能用,身高和提醒的按键都不能用，根本进行不下去,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id455853822,暖too涂抹YY,,2022-12-27T22:03:47-07:00,1,7.41.0,9442763899,点啥都有弹窗，是我见过弹窗最多的软件！,每次打开都有弹窗，而且接下来点哪个模块都有不同的弹窗，是我见过弹窗最多的软件！为了赚钱不顾用户体验？,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1210886132,Olivia@---,,2022-12-27T04:00:36-07:00,1,7.41.0,9439974429,你的排版越来越来越花哨,真的好丑,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,1,Application,程序,1
https://itunes.apple.com/cn/reviews/id1379873992,刘zm,,2022-12-26T19:31:53-07:00,1,7.41.0,9438804067,奖牌活动,我十月份跑了个奖牌，12月底都没发出货来，我催了很多次发货，就是不发货，然后我要求退款，客服说没办法退款了，我说那就给我发货，他就直接把钱退给我了。你们keep工作人员脑袋都是有毛病是吗？,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id801407084,超级超级超级超级超级超级超级好。,,2022-12-25T20:08:33-07:00,1,7.41.0,9435361759,无语😓,真的服了 我是报名了那个跑步的活动 因为我用的是iPad 所以就不能用了吗？上面还显示要用手机跑 但我就是想用iPad啊真的很…能不能改一改 服了,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1476323625,小楊也阳了,,2022-12-24T00:58:58-07:00,1,7.41.0,9429436098,进不去软件,为什么定制好训练计划后，点击开始训练，一直没反应，进不去软件，重新进入软件也没用,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1079285173,琦琦超级无敌美丽大美女,,2022-12-23T22:56:18-07:00,1,7.41.0,9429170028,别用,¥100买的称，用了一年半坏了，想换新的需要89，呵呵哒,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id393942603,BevinL,,2022-12-23T18:15:03-07:00,1,7.41.0,9428547192,更新更到不能投屏了？！！？,没更新之前投屏一切正常，更新完就频繁闪退？！！？,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1479739828,kepp差,,2022-12-21T06:41:23-07:00,1,7.41.0,9419940488,差,一点都不好 充了vlp 我都关了自动扣费 还一直扣费 服了 什么东西 卸载了,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1343277830,说话都要不,,2022-12-21T04:13:03-07:00,1,7.41.0,9419509392,为什么到进入训练日历就进不去？？,为什么到进入训练日历就不反应了？不给我解释解释,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id490243366,点亮妙妙的橘子树,,2022-12-21T02:01:58-07:00,5,7.41.0,9419179555,很不错,就是功能有点太乱了，有的时候不知道从哪里找一些功能。希望能在整理的清晰些。,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id439472564,BladeCode,,2022-12-20T17:08:27-07:00,1,7.41.0,9417921132,7.41.0版本,之前一直没用看应用，今天一看不知道一看吓一跳，你们在应用里面放了核武器么。。。要481M，对自己的产品没用一点点要求么。。。,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1014709085,eushshshsj,,2022-12-20T07:09:37-07:00,1,7.41.0,9416492797,下头软件 再也不用,Keep奖牌这个活动早在去年就是花钱不管能不能跑步，活动结束都会发放奖牌，但是最近下单，好久都没有提示，结果一进软件，提示我订单关闭，我真搞不懂，现在这keep都开始抢钱了么，自己随便改规则，你改规则不要紧，临近到期日也不发个提醒，就任由着你退不了款，问客服，客服的服务态度更是差到极致，用条款去卡你，试问keep，如果你买一件东西，之前只需要付款等发货就好了，突然你买了之后改规则了，需要跑步才能完成，在这种养成付款等发货这个习惯之后，你还会去仔细看规则，然后到期也不提醒，这不是你们的失职？霸王条款全让你们定了，真有意思，下头软件,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id461651030,丶Tuzki,,2022-12-20T05:06:32-07:00,1,7.41.0,9416138104,开始割韭菜了,用了几年，越来越垃圾了，现在连免费课程都要会员，呵呵,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,1,Application,程序,1
https://itunes.apple.com/cn/reviews/id886104344,Z-yyuee,,2022-12-20T00:39:33-07:00,1,7.41.0,9415485023,单车数据不同步！！！,单车数据不同步！！！,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1374807406,天空海阔太完美,,2022-12-19T21:02:23-07:00,4,7.41.0,9415023058,出个深色模式吧  晚上看要瞎眼了,需求：深色模式,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id709303994,人家说卡了,,2022-12-19T10:55:26-07:00,1,7.41.0,9413617250,更新得真垃圾，越来越烂,这更新的什么垃圾ui，尤其是体脂秤，真是烂,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,1,Application,程序,1
https://itunes.apple.com/cn/reviews/id698416363,努力生活的小咸鱼,,2022-12-19T05:27:07-07:00,1,7.41.0,9412718936,垃圾app,真的垃圾，不充会员，投屏都是不是断开，影响心情，给了多次机会，仍旧断断断断续续，毫无底线的app,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id1105489368,嗯剃毛我的群,,2022-12-19T03:58:31-07:00,4,7.41.0,9412475838,111,今天更新后苹果手表的运动记录无法同步了,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id738641475,agjadmqtwm,,2022-12-19T02:41:17-07:00,4,7.41.0,9412287955,希望有倍速的功能,有些复杂动作需要倒退来回看好几次，如果有倍速就会方便很多，望采纳,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
https://itunes.apple.com/cn/reviews/id516205955,居然有点不过你们的话？你,,2022-12-19T01:10:53-07:00,1,7.41.0,9412090138,垃圾软件,现在就会圈钱了,text,related,https://itunes.apple.com/cn/review?id=952694580&type=Purple%20Software,0,Application,程序,0
